"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"RELIANCE","EQ","06-Nov-2020","       1955.00","       1990.00","       2040.00","       1978.15","       2025.00","       2029.15","       2015.72","   30770080","         62023880104.20","     649196","    8468704","         27.52"
"RELIANCE","EQ","09-Nov-2020","       2029.15","       2062.10","       2069.00","       2036.00","       2051.00","       2050.70","       2051.91","   16539467","         33937502974.20","     384188","    6258441","         37.84"
"RELIANCE","EQ","10-Nov-2020","       2050.70","       2077.00","       2090.00","       2041.20","       2089.00","       2084.55","       2071.86","   17045147","         35315160450.80","     399073","    6458474","         37.89"
"RELIANCE","EQ","11-Nov-2020","       2084.55","       2089.00","       2095.00","       1978.10","       1999.80","       1997.20","       2027.80","   26178477","         53084610845.15","     647679","    9063191","         34.62"
"RELIANCE","EQ","12-Nov-2020","       1997.20","       1981.00","       2008.45","       1965.00","       1981.75","       1980.00","       1987.14","   18481466","         36725218562.60","     440630","    6746860","         36.51"
"RELIANCE","EQ","13-Nov-2020","       1980.00","       1982.00","       2036.65","       1981.75","       2000.05","       1996.40","       2007.38","   20946864","         42048268831.65","     507695","    5280992","         25.21"
"RELIANCE","EQ","14-Nov-2020","       1996.40","       2014.90","       2015.30","       1995.35","       2001.55","       2002.30","       2005.96","    2411900","          4838163827.65","      99484","     621485","         25.77"
"RELIANCE","EQ","17-Nov-2020","       2002.30","       2085.00","       2085.00","       1985.00","       1994.80","       1993.25","       2013.16","   21479385","         43241364015.15","     462630","    5819797","         27.09"
"RELIANCE","EQ","18-Nov-2020","       1993.25","       1993.25","       2006.50","       1960.10","       1991.20","       1987.20","       1979.95","   14030652","         27780020120.45","     410607","    3601706","         25.67"
"RELIANCE","EQ","19-Nov-2020","       1987.20","       1987.20","       2010.45","       1968.20","       1972.00","       1973.15","       1987.24","   12828008","         25492281433.30","     307890","    3570924","         27.84"
"RELIANCE","EQ","20-Nov-2020","       1973.15","       1975.00","       1983.80","       1895.00","       1901.00","       1899.50","       1923.27","   26522972","         51010821672.60","     794436","    7772176","         29.30"
"RELIANCE","EQ","23-Nov-2020","       1899.50","       1951.00","       1970.00","       1926.25","       1955.20","       1950.70","       1952.18","   20918665","         40837042219.85","     497781","    5148955","         24.61"
"RELIANCE","EQ","24-Nov-2020","       1950.70","       1964.00","       1974.00","       1932.00","       1971.05","       1964.05","       1952.11","   14277083","         27870435599.60","     362587","    3213843","         22.51"
"RELIANCE","EQ","25-Nov-2020","       1964.05","       1980.00","       1992.95","       1942.20","       1947.50","       1947.80","       1969.06","   15062376","         29658744015.65","     356793","    3040444","         20.19"
"RELIANCE","EQ","26-Nov-2020","       1947.80","       1953.05","       1965.00","       1930.05","       1957.00","       1952.60","       1946.67","   11924527","         23213094743.90","     266412","    3406506","         28.57"
"RELIANCE","EQ","27-Nov-2020","       1952.60","       1940.50","       1956.10","       1921.40","       1940.50","       1929.80","       1935.45","   21845931","         42281637552.75","     314085","   12489338","         57.17"
"RELIANCE","EQ","01-Dec-2020","       1929.80","       1940.35","       1966.25","       1930.05","       1954.10","       1954.90","       1950.09","    9114939","         17774977230.85","     272346","    3073957","         33.72"
"RELIANCE","EQ","02-Dec-2020","       1954.90","       1958.50","       1962.00","       1935.00","       1959.00","       1958.15","       1947.77","   10240168","         19945469659.25","     236641","    3885070","         37.94"
"RELIANCE","EQ","03-Dec-2020","       1958.15","       1972.00","       1981.10","       1958.65","       1960.80","       1964.05","       1969.94","   12822945","         25260374206.80","     270788","    6151159","         47.97"
"RELIANCE","EQ","04-Dec-2020","       1964.05","       1969.00","       1969.00","       1940.00","       1947.70","       1946.75","       1948.72","    8521388","         16605763758.95","     286109","    3771228","         44.26"
"RELIANCE","EQ","07-Dec-2020","       1946.75","       1940.60","       1965.00","       1940.60","       1958.35","       1958.20","       1955.62","    8418767","         16463893633.45","     267040","    3706525","         44.03"
"RELIANCE","EQ","08-Dec-2020","       1958.20","       1961.15","       2014.25","       1950.00","       1992.45","       1993.75","       1995.12","   20030506","         39963227133.60","     460158","    5692600","         28.42"
"RELIANCE","EQ","09-Dec-2020","       1993.75","       2009.95","       2033.80","       1999.25","       2026.00","       2026.95","       2019.89","   13464375","         27196561520.30","     303801","    4861192","         36.10"
"RELIANCE","EQ","10-Dec-2020","       2026.95","       2021.60","       2028.50","       2001.00","       2008.00","       2007.00","       2010.18","    7414229","         14903949695.80","     212910","    2670339","         36.02"
"RELIANCE","EQ","11-Dec-2020","       2007.00","       2013.00","       2038.00","       1974.25","       1999.40","       2005.80","       2015.50","   12434745","         25062187257.95","     265002","    3553151","         28.57"
"RELIANCE","EQ","14-Dec-2020","       2005.80","       2007.95","       2015.00","       1986.35","       1993.50","       1991.30","       1997.46","    7989830","         15959361790.30","     248928","    2832392","         35.45"
"RELIANCE","EQ","15-Dec-2020","       1991.30","       1989.70","       1989.70","       1961.10","       1973.60","       1974.35","       1973.54","    8561406","         16896273508.60","     240918","    3108604","         36.31"
"RELIANCE","EQ","16-Dec-2020","       1974.35","       1988.00","       1994.95","       1965.70","       1977.55","       1976.55","       1977.57","    8565904","         16939660870.95","     233001","    3281219","         38.31"
"RELIANCE","EQ","17-Dec-2020","       1976.55","       1984.50","       2005.00","       1977.15","       1985.50","       1985.60","       1989.37","    9346460","         18593553236.80","     280068","    3368996","         36.05"
"RELIANCE","EQ","18-Dec-2020","       1985.60","       1980.10","       2004.90","       1965.00","       1998.10","       1991.55","       1981.58","    8522215","         16887433569.45","     226069","    3412555","         40.04"
"RELIANCE","EQ","21-Dec-2020","       1991.55","       2010.00","       2022.00","       1855.25","       1935.00","       1939.70","       1976.82","   20368545","         40264899448.00","     514099","    5751990","         28.24"
"RELIANCE","EQ","22-Dec-2020","       1939.70","       1949.00","       1958.90","       1888.45","       1935.00","       1936.70","       1921.80","   12986606","         24957654770.30","     374827","    3386829","         26.08"
"RELIANCE","EQ","23-Dec-2020","       1936.70","       1930.00","       1951.45","       1920.65","       1947.00","       1943.85","       1938.16","    8999898","         17443231403.30","     282444","    3128219","         34.76"
"RELIANCE","EQ","24-Dec-2020","       1943.85","       1947.00","       1998.80","       1945.90","       1992.95","       1994.15","       1976.20","    9588577","         18948962895.70","     250116","    2141157","         22.33"
"RELIANCE","EQ","28-Dec-2020","       1994.15","       2006.70","       2018.00","       1995.30","       2002.00","       2003.30","       2006.71","    7947719","         15948771620.10","     214898","    1821777","         22.92"
"RELIANCE","EQ","29-Dec-2020","       2003.30","       2009.00","       2012.30","       1982.55","       1987.00","       1990.05","       1992.97","    8589407","         17118416326.30","     242433","    3009732","         35.04"
"RELIANCE","EQ","30-Dec-2020","       1990.05","       1995.25","       2007.20","       1975.55","       1994.35","       1995.50","       1991.60","   10173132","         20260786998.35","     234486","    3159950","         31.06"
"RELIANCE","EQ","31-Dec-2020","       1995.50","       1993.50","       2011.90","       1978.60","       1981.80","       1985.30","       1995.67","    8667516","         17297504921.30","     226094","    2538214","         29.28"
"RELIANCE","EQ","01-Jan-2021","       1985.30","       1988.00","       1997.00","       1982.00","       1988.00","       1987.50","       1989.50","    4622002","          9195480292.00","     139680","    1013314","         21.92"
"RELIANCE","EQ","04-Jan-2021","       1987.50","       1995.10","       1998.90","       1968.00","       1990.25","       1990.85","       1982.61","   11312992","         22429227856.70","     316871","    3869604","         34.20"
"RELIANCE","EQ","05-Jan-2021","       1990.85","       1969.00","       1983.60","       1956.00","       1965.00","       1966.10","       1968.87","   11132803","         21919019062.85","     300233","    5208047","         46.78"
"RELIANCE","EQ","06-Jan-2021","       1966.10","       1965.90","       1966.00","       1905.15","       1915.50","       1914.25","       1928.17","   21414270","         41290368153.15","     659284","    9038101","         42.21"
"RELIANCE","EQ","07-Jan-2021","       1914.25","       1920.50","       1945.00","       1905.15","       1912.80","       1911.15","       1919.86","   14918406","         28641263321.10","     454695","    6452659","         43.25"
"RELIANCE","EQ","08-Jan-2021","       1911.15","       1918.00","       1938.40","       1912.10","       1934.00","       1933.70","       1923.06","   12709792","         24441751752.65","     270966","    5303550","         41.73"
"RELIANCE","EQ","11-Jan-2021","       1933.70","       1938.80","       1938.80","       1892.50","       1899.00","       1897.25","       1910.26","   15371556","         29363709013.00","     479137","    7697815","         50.08"
"RELIANCE","EQ","12-Jan-2021","       1897.25","       1903.00","       1960.00","       1899.90","       1955.50","       1957.05","       1935.51","   18996047","         36766988575.55","     417387","    8987850","         47.31"
"RELIANCE","EQ","13-Jan-2021","       1957.05","       1963.55","       1974.95","       1918.45","       1936.00","       1938.80","       1948.25","   12284876","         23934034447.75","     304901","    4368602","         35.56"
"RELIANCE","EQ","14-Jan-2021","       1938.80","       1945.00","       1966.90","       1939.05","       1958.10","       1960.60","       1957.17","    9946818","         19467651412.35","     287671","    5225648","         52.54"
"RELIANCE","EQ","15-Jan-2021","       1960.60","       1960.60","       1973.80","       1920.05","       1937.90","       1937.45","       1952.72","    9503790","         18558204988.20","     264152","    3947767","         41.54"
"RELIANCE","EQ","18-Jan-2021","       1937.45","       1949.10","       1997.00","       1923.35","       1972.80","       1983.95","       1967.71","   16198856","         31874686564.55","     399642","    6014603","         37.13"
"RELIANCE","EQ","19-Jan-2021","       1983.95","       1994.65","       2031.00","       1994.65","       2015.00","       2016.40","       2018.21","   14771048","         29811112716.20","     411707","    6055057","         40.99"
"RELIANCE","EQ","20-Jan-2021","       2016.40","       2021.40","       2058.00","       2001.40","       2053.00","       2054.70","       2036.58","   14271669","         29065337315.85","     456106","    6676332","         46.78"
"RELIANCE","EQ","21-Jan-2021","       2054.70","       2082.00","       2120.00","       2075.00","       2107.00","       2099.40","       2102.61","   18038987","         37928961934.60","     483168","    6386636","         35.40"
"RELIANCE","EQ","22-Jan-2021","       2099.40","       2111.00","       2115.35","       2035.15","       2047.95","       2049.60","       2070.96","   14090818","         29181582565.45","     388593","    3512524","         24.93"
"RELIANCE","EQ","25-Jan-2021","       2049.60","       2034.95","       2034.95","       1932.00","       1935.15","       1941.00","       1966.36","   25016570","         49191602456.10","     723194","    9041658","         36.14"
"RELIANCE","EQ","27-Jan-2021","       1941.00","       1925.00","       1925.00","       1888.00","       1890.00","       1895.00","       1904.59","   19553809","         37241980448.40","     637355","    9587173","         49.03"
"RELIANCE","EQ","28-Jan-2021","       1895.00","       1880.15","       1923.30","       1870.00","       1876.35","       1876.55","       1895.32","   15722291","         29798806093.70","     446576","    4697008","         29.87"
"RELIANCE","EQ","29-Jan-2021","       1876.55","       1894.30","       1913.10","       1830.00","       1844.95","       1841.95","       1871.72","   20173258","         37758612331.50","     472678","    9106845","         45.14"
"RELIANCE","EQ","01-Feb-2021","       1841.95","       1859.40","       1905.00","       1848.00","       1898.15","       1895.30","       1874.03","   15774504","         29561820671.20","     370120","    7864911","         49.86"
"RELIANCE","EQ","02-Feb-2021","       1895.30","       1914.25","       1940.00","       1854.95","       1936.00","       1925.80","       1889.81","   19138414","         36168052850.90","     561567","    7369471","         38.51"
"RELIANCE","EQ","03-Feb-2021","       1925.80","       1928.30","       1952.00","       1900.00","       1928.50","       1930.65","       1931.87","   13984228","         27015673442.65","     345625","    4832689","         34.56"
"RELIANCE","EQ","04-Feb-2021","       1930.65","       1924.00","       1940.00","       1905.00","       1921.50","       1924.30","       1923.71","   11826848","         22751381754.25","     332784","    5411559","         45.76"
"RELIANCE","EQ","05-Feb-2021","       1924.30","       1930.05","       1944.65","       1920.00","       1924.30","       1923.75","       1929.36","    9344470","         18028883267.50","     263144","    3564531","         38.15"
"RELIANCE","EQ","08-Feb-2021","       1923.75","       1933.05","       1969.00","       1929.05","       1951.40","       1951.45","       1954.84","    9776136","         19110816694.80","     287247","    3553415","         36.35"
"RELIANCE","EQ","09-Feb-2021","       1951.45","       1961.95","       1989.60","       1952.30","       1954.50","       1956.15","       1974.29","    9047308","         17861994119.30","     254384","    3417112","         37.77"
"RELIANCE","EQ","10-Feb-2021","       1956.15","       1953.75","       1984.75","       1927.30","       1980.35","       1974.30","       1955.63","    9799560","         19164292386.25","     288994","    3630351","         37.05"
"RELIANCE","EQ","11-Feb-2021","       1974.30","       1980.00","       2064.20","       1972.25","       2061.80","       2055.70","       2028.11","   19631870","         39815594030.25","     546129","    5981796","         30.47"
"RELIANCE","EQ","12-Feb-2021","       2055.70","       2055.50","       2078.00","       2015.40","       2040.00","       2041.60","       2049.91","   14074374","         28851163932.35","     369938","    2446469","         17.38"
"RELIANCE","EQ","15-Feb-2021","       2041.60","       2048.05","       2061.30","       2025.00","       2034.00","       2032.60","       2043.13","    7287590","         14889502308.25","     222500","    1339156","         18.38"
"RELIANCE","EQ","16-Feb-2021","       2032.60","       2039.75","       2079.40","       2035.00","       2058.50","       2059.50","       2061.23","    9886093","         20377537336.50","     274329","    2429172","         24.57"
"RELIANCE","EQ","17-Feb-2021","       2059.50","       2060.00","       2095.95","       2050.60","       2079.20","       2083.25","       2076.99","   10957388","         22758423346.25","     257784","    2784713","         25.41"
"RELIANCE","EQ","18-Feb-2021","       2083.25","       2085.00","       2108.40","       2059.10","       2063.50","       2067.70","       2085.18","    8605531","         17944045241.05","     228157","    2460456","         28.59"
"RELIANCE","EQ","19-Feb-2021","       2067.70","       2057.00","       2104.95","       2053.30","       2080.00","       2080.30","       2088.14","   10800704","         22553356631.00","     279181","    3029362","         28.05"
"RELIANCE","EQ","22-Feb-2021","       2080.30","       2080.00","       2089.90","       1994.95","       1999.10","       2008.10","       2036.88","   10985697","         22376599862.25","     309112","    4112030","         37.43"
"RELIANCE","EQ","23-Feb-2021","       2008.10","       2048.00","       2052.90","       2013.60","       2026.15","       2023.45","       2034.50","   11834752","         24077795769.25","     275466","    4422097","         37.37"
"RELIANCE","EQ","24-Feb-2021","       2023.45","       2030.00","       2065.25","       2026.15","       2060.55","       2061.00","       2048.89","    4987735","         10219330132.75","     135224","    1950596","         39.11"
"RELIANCE","EQ","25-Feb-2021","       2061.00","       2076.00","       2152.00","       2073.00","       2147.00","       2144.35","       2120.59","   16085897","         34111575087.70","     452535","    5714928","         35.53"
"RELIANCE","EQ","26-Feb-2021","       2144.35","       2117.00","       2133.90","       2070.70","       2079.50","       2085.80","       2096.69","   17297575","         36267601929.10","     489066","    7330239","         42.38"
"RELIANCE","EQ","01-Mar-2021","       2085.80","       2110.20","       2112.00","       2062.50","       2103.00","       2101.70","       2092.87","    8159670","         17077101153.20","     266082","    2970300","         36.40"
"RELIANCE","EQ","02-Mar-2021","       2101.70","       2122.00","       2130.00","       2089.10","       2108.00","       2106.00","       2107.78","    7915073","         16683250358.50","     244565","    2910860","         36.78"
"RELIANCE","EQ","03-Mar-2021","       2106.00","       2121.05","       2219.90","       2107.20","       2207.10","       2202.10","       2161.54","   14733134","         31846213370.25","     326092","    6380700","         43.31"
"RELIANCE","EQ","04-Mar-2021","       2202.10","       2180.00","       2189.95","       2157.70","       2174.00","       2175.85","       2175.57","    9892597","         21522070320.90","     259806","    3808559","         38.50"
"RELIANCE","EQ","05-Mar-2021","       2175.85","       2156.00","       2211.95","       2153.05","       2174.55","       2178.70","       2184.35","   11773630","         25717685129.45","     312784","    3896896","         33.10"
"RELIANCE","EQ","08-Mar-2021","       2178.70","       2168.50","       2231.90","       2168.00","       2193.00","       2191.10","       2205.66","    9002404","         19856244553.30","     300037","    2389286","         26.54"
"RELIANCE","EQ","09-Mar-2021","       2191.10","       2200.00","       2213.80","       2146.60","       2190.55","       2191.05","       2181.47","    6993792","         15256736215.60","     227932","    2047400","         29.27"
"RELIANCE","EQ","10-Mar-2021","       2191.05","       2207.00","       2215.10","       2170.25","       2179.40","       2181.95","       2187.67","    5316182","         11630074902.15","     163700","    1461484","         27.49"
"RELIANCE","EQ","12-Mar-2021","       2181.95","       2195.00","       2206.40","       2123.90","       2136.90","       2137.60","       2160.60","    7783173","         16816345899.25","     244889","    2820317","         36.24"
"RELIANCE","EQ","15-Mar-2021","       2137.60","       2140.05","       2148.90","       2080.50","       2105.00","       2108.90","       2103.37","    7706302","         16209190175.60","     268696","    3083696","         40.02"
"RELIANCE","EQ","16-Mar-2021","       2108.90","       2114.00","       2126.00","       2095.50","       2100.75","       2100.60","       2107.19","    6402757","         13491841404.75","     235823","    2426737","         37.90"
"RELIANCE","EQ","17-Mar-2021","       2100.60","       2098.05","       2103.00","       2035.10","       2054.50","       2055.35","       2065.89","    8865521","         18315233171.30","     241456","    4179353","         47.14"
"RELIANCE","EQ","18-Mar-2021","       2055.35","       2072.90","       2084.80","       2001.00","       2010.00","       2009.10","       2038.79","    9528809","         19427231150.25","     295771","    4198315","         44.06"
"RELIANCE","EQ","19-Mar-2021","       2009.10","       1991.00","       2095.85","       1982.80","       2078.10","       2082.00","       2047.50","   19284892","         39485840254.00","     431829","    9334589","         48.40"
"RELIANCE","EQ","22-Mar-2021","       2082.00","       2071.00","       2074.00","       2033.20","       2061.00","       2062.40","       2050.93","    8571196","         17578960666.30","     234534","    2866751","         33.45"
"RELIANCE","EQ","23-Mar-2021","       2062.40","       2061.95","       2109.70","       2056.00","       2079.90","       2087.50","       2086.63","    8039865","         16776188634.65","     220527","    2152080","         26.77"
"RELIANCE","EQ","24-Mar-2021","       2087.50","       2079.75","       2079.75","       2040.40","       2048.55","       2047.30","       2055.87","    7763726","         15961211345.55","     222445","    2970460","         38.26"
"RELIANCE","EQ","25-Mar-2021","       2047.30","       2054.00","       2054.00","       1985.00","       1993.95","       1991.45","       2011.25","   10153757","         20421743790.45","     292881","    4074888","         40.13"
"RELIANCE","EQ","26-Mar-2021","       1991.45","       2012.00","       2013.70","       1973.70","       1994.00","       1994.65","       1995.09","    9313160","         18580559230.90","     296946","    3226521","         34.64"
"RELIANCE","EQ","30-Mar-2021","       1994.65","       2008.00","       2048.90","       1991.55","       2031.90","       2029.30","       2026.44","    9433850","         19117149421.75","     230499","    3802211","         40.30"
"RELIANCE","EQ","31-Mar-2021","       2029.30","       2018.00","       2049.90","       1999.00","       2005.65","       2003.10","       2017.21","    7499740","         15128527745.25","     193340","    2904680","         38.73"
"RELIANCE","EQ","01-Apr-2021","       2003.10","       2018.00","       2030.00","       2003.15","       2020.00","       2021.85","       2017.89","    5410307","         10917411938.75","     140946","    1895300","         35.03"
